Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
2156,1,0.119447,43,0,0.388336,2298.0,16,0,0,0,0.0
2157,0,0.398723,46,0,2.837253,5350.0,5,0,1,0,0.0
2158,0,0.60517,47,0,1.07043,8657.0,4,0,1,1,0.0
2159,0,0.140931,69,0,6.589804,2899.0,5,0,0,0,2.0
2160,0,0.093368,59,0,0.925704,5632.0,7,0,1,0,1.0
2161,0,0.22021,36,0,0.606334,3526.0,6,0,1,1,1.0
2162,0,0.327224,55,0,0.571509,8639.0,5,0,1,0,1.0
2163,0,0.244215,58,0,0.433387,5932.0,9,1,1,0,1.0
2164,0,0.461713,67,0,1.181452,5142.0,6,0,1,1,0.0
2165,0,0.271775,74,0,3.658558,,5,0,1,0,0.0
2166,0,0.495204,37,0,0.164725,,6,96,0,0,1.0
2167,0,0.054216,40,0,1.660037,2829.0,8,0,2,0,2.0
2168,0,0.263191,34,0,10.0,,10,0,0,0,1.0
2169,0,0.116495,48,0,0.1862,4625.0,8,0,0,0,0.0
2170,0,4.988453,58,0,1.857452,5240.0,7,0,1,0,0.0
2171,0,0.22309,65,0,0.537127,37034.0,7,0,3,0,0.0
2172,0,0.346922,50,0,0.10934,6612.0,6,0,0,0,0.0
2173,0,0.075489,47,0,0.076632,964.0,8,0,0,0,1.0
2174,0,0.251724,54,0,1.433742,3183.0,9,0,1,0,0.0
2175,1,0.268729,40,0,0.132035,,9,0,0,0,1.0
2176,0,0.181334,81,1,1.687983,3775.0,3,0,1,0,0.0
2177,0,0.20397,29,0,0.683998,,9,0,1,0,0.0
2178,0,0.342835,54,0,5.963049,,8,0,0,0,1.0
2179,0,0.499231,80,0,0.203468,1455.0,5,0,1,0,1.0
2180,0,0.485104,52,2,0.179616,6683.0,3,0,0,0,0.0
2181,0,0.467174,49,0,2.464925,,8,0,1,0,0.0
2182,0,0.084288,46,1,0.431556,6262.0,9,0,3,0,0.0
2183,0,0.3697,49,0,1.800139,4520.0,3,0,0,0,1.0
2184,0,0.388211,71,0,2.901568,1610.0,9,0,2,0,1.0
2185,0,0.130072,21,0,3.880704,7411.0,12,0,1,0,1.0
2186,0,0.286914,73,0,0.132402,22874.0,11,0,0,1,0.0
2187,0,0.045189,32,0,0.415727,6818.0,3,0,2,0,2.0
2188,0,0.606255,48,0,0.075452,3495.0,6,0,0,0,0.0
2189,0,0.235043,45,0,2.85461,,9,0,1,0,0.0
2190,0,0.341987,60,0,0.513237,2376.0,9,0,2,0,4.0
2191,0,0.29931,29,1,0.034983,7061.0,7,0,2,0,0.0
2192,0,0.25926,58,0,2.464275,11596.0,5,0,0,0,1.0
2193,0,0.17623,80,0,1.789812,6055.0,15,0,2,0,0.0
2194,0,0.287918,32,0,0.184026,9319.0,9,0,1,0,5.0
2195,0,0.072548,54,0,0.482478,8657.0,6,0,1,0,0.0
2196,0,0.257841,42,0,1.291869,,14,0,1,0,4.0
2197,0,0.346557,57,0,2.229807,2902.0,7,0,1,1,1.0
2198,0,0.737996,52,0,0.289177,,6,0,3,0,0.0
2199,0,0.144435,43,0,2.033463,,6,0,2,0,1.0
2200,0,0.240214,58,0,0.45658,4983.0,11,0,1,96,2.0
2201,0,0.493397,77,98,0.989736,6404.0,8,0,1,0,0.0
2202,0,0.23377,49,0,0.8848,18826.0,9,0,2,0,2.0
2203,0,0.197494,62,0,0.0684,,10,0,2,0,0.0
2204,0,3.575128,33,0,0.25784,,6,0,2,0,1.0
2205,0,0.125832,38,0,0.140954,16074.0,10,0,2,0,0.0
2206,0,0.513452,58,0,0.228986,,16,2,0,0,1.0
2207,0,0.579264,72,0,0.882308,9569.0,7,0,1,0,1.0
2208,0,0.476367,56,0,0.238258,7864.0,10,0,2,0,0.0
2209,0,0.197252,47,0,0.899564,,10,0,1,0,0.0
2210,0,0.366891,51,0,0.160499,2059.0,8,0,0,0,4.0
2211,0,0.200879,34,0,0.408972,1621.0,11,0,0,0,0.0
2212,0,0.288532,60,0,3.591433,4889.0,10,0,0,0,1.0
2213,0,0.242563,64,0,0.227659,,10,0,2,0,0.0
2214,1,0.125007,45,0,1.538336,13154.0,8,0,3,0,1.0
2215,0,0.146657,45,0,0.104514,13050.0,3,0,1,0,1.0
2216,0,0.129579,55,0,1.648964,3474.0,8,0,0,0,0.0
2217,0,0.164628,45,0,0.210398,,10,0,1,0,0.0
2218,0,0.1451,51,0,0.257842,4638.0,12,0,2,0,0.0
2219,1,0.550438,81,0,2.116963,,3,1,1,0,3.0
2220,0,0.272493,48,0,0.034286,5441.0,10,0,0,0,0.0
2221,0,0.144478,46,0,0.486599,7681.0,6,1,3,0,0.0
2222,0,2.073261,42,0,1.872962,4280.0,12,0,0,0,0.0
2223,0,0.075212,62,0,0.067488,10452.0,6,0,3,0,0.0
2224,1,0.166747,49,0,0.502438,7021.0,10,0,1,0,3.0
2225,0,0.477931,42,0,0.139278,,7,0,0,0,1.0
2226,0,2.988476,70,0,0.263584,14301.0,9,0,1,0,1.0
2227,0,0.234569,71,1,0.685431,1658.0,8,0,2,0,1.0
2228,0,0.161102,43,0,1.085317,4565.0,10,0,1,0,1.0
2229,0,0.410743,25,0,1.068445,10652.0,8,0,1,0,0.0
2230,0,0.286949,66,0,2.54221,2756.0,8,0,0,0,0.0
2231,0,0.43842,42,0,0.455259,6295.0,10,0,2,0,0.0
2232,0,2.7927,63,0,0.290359,7590.0,11,0,2,0,0.0
2233,0,0.068239,24,0,0.986044,2469.0,12,0,1,0,2.0
2234,0,0.121082,64,0,2.25597,4637.0,10,0,1,0,
2235,0,11.949964,35,0,0.260056,4336.0,9,0,0,0,0.0
2236,0,0.08189,62,0,0.84277,3160.0,6,0,0,0,0.0
2237,0,3.166203,52,0,1.032623,30987.0,6,0,2,0,1.0
2238,0,0.328016,38,1,0.629253,2669.0,6,0,0,0,2.0
2239,0,0.111771,46,0,0.931494,10981.0,12,0,1,0,3.0
2240,0,0.295625,61,0,1.3943,3589.0,6,0,0,0,0.0
2241,0,0.410272,53,0,0.811924,,9,0,1,0,0.0
2242,0,0.187074,60,0,0.593076,5336.0,11,0,1,0,2.0
2243,0,0.18393,79,0,0.521668,8260.0,12,0,1,0,1.0
2244,0,0.020169,30,0,2.071351,10264.0,4,0,0,0,2.0
2245,0,0.338079,74,0,0.937463,17151.0,10,0,1,0,1.0
2246,0,0.053944,53,0,2.350692,50000.0,12,0,1,96,1.0
2247,0,0.40983,39,0,0.697054,6005.0,8,0,1,0,1.0
2248,0,0.152849,33,0,1.318783,2891.0,3,0,1,0,
2249,0,0.359568,49,0,1.175532,7060.0,3,3,1,0,
2250,0,0.257217,64,0,0.301894,3972.0,4,0,0,1,1.0
2251,0,0.299401,50,0,0.032792,,11,0,2,0,1.0
2252,0,0.146551,73,0,0.084576,1741.0,6,0,0,0,1.0
2253,0,0.190283,31,0,1.658537,32684.0,9,96,1,0,1.0
2254,0,0.094389,51,0,1.183228,9748.0,4,0,2,0,1.0
2255,0,0.0369,34,0,0.608907,,7,0,3,0,0.0
2256,0,2.127333,57,2,0.815998,2787.0,10,0,2,0,1.0
2257,0,0.370829,64,0,0.273015,9441.0,7,0,0,0,1.0
2258,0,0.249735,46,0,0.253783,12595.0,7,0,0,0,0.0
2259,0,0.290734,21,0,0.431049,1776.0,11,0,1,0,2.0
2260,0,0.275303,54,0,1.59073,8694.0,9,0,1,0,0.0
2261,0,0.101412,58,0,2.111781,1034.0,5,1,1,0,0.0
2262,0,0.350207,57,0,0.898585,4575.0,2,0,2,0,2.0
2263,0,0.523335,69,0,0.682898,11963.0,8,0,0,0,1.0
2264,0,0.144158,37,0,0.568605,3161.0,8,0,0,0,0.0
2265,1,0.126555,61,0,0.378809,1472.0,9,0,1,0,1.0
2266,0,0.418178,68,2,0.05648,,4,0,1,0,2.0
2267,0,0.067459,27,0,1.725231,,7,0,0,0,1.0
2268,0,0.439751,56,0,1.395475,8132.0,5,0,1,0,0.0
2269,0,0.14567,44,0,0.86397,2420.0,12,0,1,0,0.0
2270,0,0.259747,50,0,1.277515,2648.0,5,0,0,0,0.0
2271,0,0.170539,56,0,5.028487,,12,0,0,0,0.0
2272,0,0.449609,45,0,0.328332,5630.0,4,0,2,0,1.0
2273,0,0.256187,42,0,0.881552,4321.0,4,0,0,0,1.0
2274,0,0.25268,52,0,0.136795,1899.0,9,0,2,0,1.0
2275,0,0.586293,36,0,4.889833,5738.0,13,0,0,0,0.0
2276,0,0.349227,36,0,0.666806,11177.0,6,0,3,0,2.0
2277,0,0.19624,61,0,0.054197,4136.0,8,0,0,0,0.0
2278,0,0.226934,35,0,0.387995,,4,0,0,0,0.0
2279,0,0.378098,61,0,2.878217,6115.0,10,0,0,0,1.0
2280,0,0.136347,58,0,1.450069,1875.0,6,0,3,0,0.0
2281,0,0.154858,27,1,4.414991,25470.0,7,0,0,3,2.0
2282,1,5.803028,42,0,0.531603,3372.0,9,2,0,0,0.0
2283,0,0.255986,68,0,1.640232,8307.0,5,0,1,0,2.0
2284,0,0.179178,38,0,0.949909,,8,0,2,0,4.0
2285,0,0.100053,45,0,0.922817,,6,0,2,0,1.0
2286,1,0.074444,58,0,0.187927,,11,0,1,1,0.0
2287,0,0.536468,62,0,0.01532,5982.0,7,0,1,0,0.0
2288,0,0.295434,48,1,0.567147,1581.0,11,0,2,0,0.0
2289,0,0.536034,43,0,0.049055,3767.0,10,0,1,0,1.0
2290,0,0.366443,71,0,1.245775,,7,0,1,1,0.0
2291,0,0.084407,76,0,0.366503,3396.0,12,0,1,0,1.0
2292,0,0.213937,65,0,0.22214,,6,0,0,0,0.0
2293,0,0.356591,53,0,0.215154,12102.0,3,0,2,0,1.0
2294,0,0.299253,40,0,0.665913,17704.0,5,0,0,0,0.0
2295,0,0.283356,40,0,1.913855,10747.0,13,0,2,0,0.0
2296,0,0.524789,59,0,0.425361,13580.0,6,0,2,0,0.0
2297,0,0.492327,57,0,0.244596,,9,0,0,0,0.0
2298,0,0.207471,71,0,0.248662,2954.0,5,0,0,0,0.0
2299,0,3.035329,61,0,4.238451,2636.0,7,0,2,0,0.0
2300,0,2.566817,30,0,0.573453,8227.0,10,0,1,0,0.0
2301,0,0.253791,66,0,0.02273,5893.0,6,2,1,0,0.0
2302,0,0.064474,38,0,0.378707,4620.0,10,0,1,0,1.0
2303,0,0.348815,46,0,0.108506,,5,0,0,0,2.0
2304,0,0.246938,55,0,0.289141,6795.0,9,0,2,0,0.0
2305,0,0.177348,79,0,0.147647,2512.0,8,0,2,0,0.0
2306,0,0.66674,90,0,5.978856,2850.0,7,0,1,0,0.0
2307,0,5.348908,60,0,0.889005,8481.0,8,0,1,0,0.0
2308,0,0.465761,49,0,2.181943,11309.0,7,0,1,0,0.0
2309,0,0.346095,59,2,5.871765,7641.0,8,0,1,0,
2310,0,0.190905,64,2,0.860907,22415.0,17,0,2,0,1.0
2311,0,0.194552,47,0,10.0,,8,0,0,0,1.0
2312,0,0.151742,77,0,0.09654,,4,1,2,0,0.0
2313,0,0.105959,55,0,3.294061,2512.0,8,0,1,0,2.0
2314,1,0.616042,58,0,0.768738,1723.0,5,0,1,0,0.0
2315,0,0.609903,61,0,1.725205,3605.0,8,0,1,0,1.0
2316,0,0.248926,57,0,0.510836,8978.0,10,0,4,2,0.0
2317,0,0.522815,63,0,1.330633,21190.0,4,1,2,0,0.0
2318,0,0.189661,43,0,1.009833,6863.0,11,0,1,0,1.0
2319,0,0.055478,44,0,0.540295,12518.0,7,0,0,0,1.0
2320,0,0.528712,36,0,0.720749,4039.0,5,0,1,0,2.0
2321,0,0.245229,58,0,4.997378,8088.0,8,0,0,1,2.0
2322,0,0.238043,62,0,0.252983,9496.0,8,0,0,0,1.0
2323,0,0.160018,58,0,3.857701,,14,0,2,0,1.0
2324,0,0.41211,75,0,0.247165,3530.0,7,0,2,0,3.0
2325,0,0.512103,51,0,1.349828,,12,0,1,0,1.0
2326,1,0.335564,61,0,0.568059,6121.0,8,0,2,0,1.0
2327,0,0.218224,36,0,1.290187,,7,0,0,0,1.0
2328,0,12.032606,46,0,0.873456,703.0,10,0,1,0,1.0
2329,1,0.218192,61,1,1.13364,3667.0,9,0,0,1,1.0
2330,0,0.527395,63,1,1.302279,4641.0,8,0,2,0,1.0
2331,0,0.375941,47,0,0.7644,2423.0,11,0,3,0,2.0
2332,0,0.195435,50,0,2.717807,5510.0,7,0,1,0,1.0
2333,0,0.130654,30,0,1.136763,7369.0,6,0,1,0,1.0
2334,0,0.098645,47,1,4.972568,8404.0,12,0,0,0,0.0
2335,0,0.091121,64,0,0.464743,746.0,12,0,1,0,0.0
2336,0,0.063253,60,0,0.25128,1717.0,8,98,0,0,0.0
2337,0,0.215328,59,0,1.053808,3851.0,8,0,0,0,3.0
2338,0,0.328408,52,0,0.109061,7767.0,9,0,0,0,0.0
2339,0,0.419799,52,0,2.245262,,8,0,2,0,0.0
2340,0,0.571287,42,0,0.39768,7168.0,6,0,0,0,1.0
2341,0,0.112814,61,0,1.826629,3616.0,10,0,1,0,1.0
2342,1,1.365207,57,1,0.93961,,5,0,1,0,0.0
2343,0,0.229448,58,0,0.576955,2744.0,3,0,1,0,1.0
2344,0,0.290184,44,0,0.896386,,9,0,1,0,0.0
2345,0,0.169555,21,3,0.108959,2353.0,7,0,3,0,0.0
2346,0,0.380927,67,0,0.371413,9701.0,8,0,2,0,0.0
2347,0,0.10729,45,1,1.589519,5803.0,13,0,1,0,1.0
2348,0,0.403469,39,0,0.123215,,5,0,0,1,1.0
2349,0,0.143395,61,0,1.230364,2906.0,5,0,2,0,0.0
2350,0,0.194999,46,1,1.710695,1661.0,8,0,0,0,0.0
2351,0,0.109543,66,0,0.279675,2927.0,10,0,1,0,0.0
2352,0,0.148122,60,1,2.989978,,6,0,0,0,1.0
2353,0,0.713728,61,0,1.607313,738.0,10,0,1,0,1.0
2354,0,0.222109,32,0,3.179749,4196.0,9,0,0,0,1.0
2355,0,0.718222,68,0,0.942818,10295.0,12,1,1,0,0.0
2356,0,0.187094,55,0,0.369927,7737.0,12,0,2,0,0.0
2357,0,0.065511,46,0,2.468453,3304.0,7,0,0,96,0.0
2358,0,0.238812,54,1,0.615462,,8,0,2,0,
2359,0,0.250997,27,0,1.872526,,13,0,2,0,0.0
2360,0,0.503892,57,1,0.353075,5535.0,11,0,1,0,1.0
2361,0,0.565359,37,0,0.315644,16849.0,5,0,0,0,0.0
2362,0,0.146727,33,0,0.24886,10665.0,9,0,1,0,1.0
2363,0,0.132327,30,0,3.314329,7454.0,10,0,1,0,0.0
2364,0,0.285884,67,0,1.328427,3313.0,5,0,1,0,2.0
2365,1,0.250864,43,0,0.102526,8954.0,15,0,3,0,0.0
2366,0,0.107623,73,0,0.418153,1274.0,9,3,0,0,0.0
2367,0,0.320342,44,98,0.793456,,6,0,0,0,0.0
2368,0,0.222077,28,0,3.733304,7839.0,10,0,2,0,0.0
2369,0,0.197962,36,5,0.431467,8886.0,7,0,1,0,0.0
2370,0,0.583612,69,0,2.160103,8399.0,8,0,1,0,1.0
2371,0,0.27021,49,0,4.646467,6222.0,8,0,0,0,1.0
2372,0,0.661648,44,0,0.137119,4202.0,10,0,1,0,2.0
2373,0,0.265054,54,1,0.655492,7558.0,8,0,1,0,0.0
2374,0,0.226477,59,0,0.279072,2293.0,9,0,1,0,3.0
2375,0,0.096365,67,0,3.493251,2500.0,11,0,1,0,1.0
2376,0,0.152729,72,0,1.207228,5163.0,7,0,1,1,1.0
2377,0,0.19667,46,0,0.359924,5645.0,6,0,1,0,0.0
2378,0,0.493532,33,0,0.188571,1140.0,5,0,2,0,1.0
2379,0,0.092466,46,0,0.287214,7073.0,4,0,2,0,0.0
2380,0,0.523631,55,0,0.195237,9119.0,10,0,0,0,1.0
2381,0,0.081066,38,0,0.310992,4620.0,10,0,2,0,0.0
2382,0,0.403514,38,0,0.287749,32845.0,8,0,1,0,1.0
2383,0,0.146778,56,0,1.162195,2845.0,8,0,0,0,1.0
2384,0,0.378639,51,0,0.234958,3681.0,6,0,2,1,1.0
2385,0,0.254279,52,0,1.114963,3582.0,7,0,4,0,
2386,0,3.492602,41,0,0.269428,4624.0,15,0,0,0,0.0
2387,0,0.121224,48,2,0.14804,,8,0,2,0,1.0
2388,1,0.431112,39,0,0.45023,,12,0,0,0,1.0
2389,0,0.147173,64,3,0.285632,3174.0,7,0,2,0,0.0
2390,0,0.102526,66,0,0.152398,4545.0,6,0,0,1,0.0
2391,0,0.561789,26,0,0.290596,13132.0,9,0,1,0,0.0
2392,0,0.502568,38,0,4.052943,28618.0,11,0,2,0,1.0
2393,0,0.444513,31,0,0.370418,14305.0,9,0,2,0,1.0
2394,1,0.067283,42,0,0.860822,2643.0,6,0,1,0,1.0
2395,0,0.189601,50,0,0.267869,2816.0,11,0,1,0,0.0
2396,1,0.062154,31,0,1.551836,,10,0,1,0,0.0
2397,0,0.244096,39,0,0.1252,,13,1,0,0,
2398,0,0.323695,37,0,2.404231,4305.0,8,0,2,0,0.0
2399,0,0.444376,54,0,1.818592,,6,0,1,0,1.0
2400,0,0.224704,52,0,0.526625,3291.0,2,0,2,0,1.0
2401,1,0.135965,41,0,4.206651,9005.0,13,3,0,0,1.0
2402,0,0.272051,54,5,1.587382,8535.0,8,0,1,0,0.0
2403,0,0.132069,44,1,10.0,4187.0,5,0,2,0,2.0
2404,0,0.485734,48,0,1.535329,8490.0,9,98,0,0,0.0
2405,0,0.309505,75,0,0.16312,797.0,7,0,1,0,0.0
2406,0,0.293988,70,0,0.281016,5340.0,3,0,2,0,1.0
2407,0,0.542483,33,0,1.828367,9784.0,12,0,2,0,0.0
2408,0,0.322651,63,0,0.101605,2524.0,7,0,0,0,3.0
2409,0,0.095047,63,0,0.561887,2517.0,7,0,1,0,0.0
2410,1,0.14913,35,0,0.016702,,6,0,3,0,0.0
2411,0,0.298308,63,0,1.874629,17534.0,8,0,1,0,0.0
2412,0,0.154962,73,0,0.531423,,6,0,0,0,1.0
2413,0,0.340536,36,0,0.362145,5960.0,10,0,0,0,0.0
2414,0,0.442301,39,0,0.550885,7967.0,7,0,0,2,1.0
2415,0,0.185853,66,0,0.258659,16475.0,7,0,2,0,0.0
2416,0,0.113915,55,0,0.16284,4345.0,6,0,0,0,0.0
2417,0,0.081562,59,0,0.641217,3192.0,4,0,1,1,0.0
2418,0,0.382082,56,0,0.369304,5644.0,4,0,0,0,0.0
2419,0,0.196482,57,0,0.184922,13728.0,5,0,0,0,0.0
2420,1,0.414459,33,0,5.953274,4289.0,8,2,2,0,1.0
2421,0,10.890724,66,2,0.539898,,9,0,0,0,0.0
2422,0,0.313068,68,0,0.363525,1432.0,8,0,1,0,2.0
2423,1,0.32418,48,0,0.578908,1850.0,8,0,2,0,0.0
2424,0,0.058681,51,1,0.54224,9813.0,4,0,0,0,0.0
2425,0,0.225657,30,0,0.472283,3802.0,4,0,1,0,0.0
2426,0,3.942828,59,0,0.109917,3022.0,5,0,1,0,0.0
2427,0,0.219253,60,0,2.977909,,6,0,1,0,2.0
2428,0,0.368326,51,0,0.226604,5260.0,9,0,0,0,0.0
2429,0,0.420728,67,1,4.064376,,8,0,0,0,0.0
2430,0,0.141368,47,0,0.148273,3950.0,5,0,1,0,0.0
2431,0,0.390187,59,0,1.832283,14464.0,6,0,0,0,0.0
2432,0,0.168799,37,0,2.105861,,8,0,0,0,0.0
2433,0,0.364464,51,0,0.664422,1355.0,7,0,1,0,2.0
2434,0,0.366368,49,0,0.071534,6387.0,8,0,3,0,2.0
2435,0,0.46914,55,0,0.69131,2639.0,13,0,1,0,0.0
2436,0,0.105933,46,0,2.920528,4029.0,3,0,2,0,0.0
2437,0,0.22599,50,0,0.116311,6294.0,10,0,1,0,2.0
2438,0,0.153747,63,0,0.382955,4145.0,11,0,1,0,1.0
2439,0,0.450103,45,0,0.199178,5909.0,7,0,0,0,0.0
2440,0,0.405605,29,0,1.150399,8420.0,8,0,0,0,0.0
2441,0,0.478295,76,0,4.329214,6220.0,3,0,3,0,0.0
2442,0,0.177028,71,0,0.602708,2929.0,7,0,2,0,0.0
2443,0,0.130904,33,1,0.251883,,7,0,2,0,0.0
2444,0,0.300452,61,0,5.852049,1553.0,3,0,3,0,2.0
2445,0,0.396117,44,0,0.797216,2482.0,9,0,2,0,1.0
2446,0,0.089086,55,0,0.584875,23615.0,9,0,2,0,0.0
2447,0,0.145802,56,0,0.473079,2608.0,17,0,1,0,0.0
2448,0,0.263688,48,0,0.160135,1891.0,9,98,1,0,0.0
2449,0,0.326721,41,0,1.390199,6348.0,5,0,2,0,
2450,0,0.242001,42,0,1.797622,4499.0,7,0,1,0,0.0
2451,0,0.376483,39,0,0.441204,4202.0,12,0,1,0,1.0
2452,0,0.391498,40,0,1.403121,15172.0,5,0,1,0,0.0
2453,0,0.582707,51,0,0.047991,7625.0,7,0,2,0,1.0
2454,0,0.269067,41,0,0.441311,,14,0,6,0,0.0
2455,0,0.435808,61,0,0.288102,3499.0,3,0,2,0,3.0
2456,0,0.179886,72,0,0.76287,3287.0,8,0,0,2,1.0
2457,0,0.357352,43,0,0.159608,,8,0,2,0,0.0
2458,0,6.293101,55,0,0.079381,3840.0,7,0,1,0,0.0
2459,0,0.390716,58,0,0.42855,1170.0,9,0,1,0,0.0
2460,0,0.24822,58,0,0.551132,4728.0,4,0,0,0,0.0
2461,0,0.091448,53,0,2.570042,1437.0,6,0,2,0,0.0
2462,0,0.240672,62,0,1.150044,,8,0,1,0,1.0
2463,0,0.451046,58,3,1.418293,,7,0,0,0,1.0
2464,1,0.150865,34,98,0.060334,4317.0,6,0,1,0,0.0
2465,0,0.240275,64,0,2.237124,6042.0,9,0,2,0,1.0
2466,0,0.159572,64,0,1.956704,3901.0,4,0,1,2,0.0
2467,0,0.381586,41,0,1.086485,3897.0,9,0,0,0,1.0
2468,0,0.411646,52,0,0.024965,6887.0,3,0,1,0,0.0
2469,0,2.182507,61,0,0.686529,,8,0,1,0,1.0
2470,0,0.236174,49,0,0.29731,9081.0,10,0,0,3,2.0
2471,0,0.106767,67,0,0.390361,,10,0,0,0,0.0
2472,0,0.335003,85,0,0.24104,2127.0,8,0,2,1,3.0
2473,0,0.157046,40,0,0.928182,6335.0,5,0,2,0,1.0
2474,0,0.383785,32,0,0.144293,5564.0,10,0,4,0,0.0
2475,0,0.629195,56,0,0.687029,,7,0,1,0,3.0
2476,0,10.542091,62,0,2.874073,14779.0,9,0,0,0,
2477,0,0.030621,48,0,0.319712,4119.0,5,0,1,0,0.0
2478,0,0.128631,72,0,0.371326,3553.0,3,0,2,0,0.0
2479,0,0.138833,33,0,0.133693,,7,0,2,0,2.0
2480,0,0.310157,61,0,1.598744,1184.0,7,0,1,0,1.0
2481,0,0.415215,43,0,0.196588,,11,1,0,0,0.0
2482,0,0.188666,76,4,0.271175,4414.0,10,0,1,0,0.0
2483,0,0.245258,79,0,1.487458,,14,0,1,0,0.0
2484,0,0.116,41,0,1.018263,11448.0,9,0,0,0,0.0
2485,0,0.362037,44,0,0.082453,,8,0,1,0,1.0
2486,0,0.113679,64,0,1.15984,4408.0,13,0,0,0,0.0
2487,0,0.334529,46,0,0.442842,6213.0,12,0,1,1,1.0
2488,0,0.078494,51,1,0.533749,14512.0,7,0,2,0,1.0
2489,0,0.309889,52,0,3.48448,4873.0,5,0,0,0,1.0
2490,0,0.089865,25,0,1.691781,10393.0,5,0,2,0,0.0
2491,0,0.00977,51,0,2.612851,,10,0,0,0,0.0
2492,0,0.127652,42,0,0.19117,5424.0,11,98,3,0,1.0
2493,0,0.675154,45,4,3.556516,2055.0,15,0,2,0,2.0
2494,0,0.378407,72,0,0.234954,1559.0,14,0,3,0,0.0
2495,0,9.837532,34,0,0.255734,5351.0,6,0,2,0,1.0
2496,0,0.12776,63,0,0.5405,3183.0,7,0,0,0,1.0
2497,0,0.297523,48,0,1.16486,10253.0,7,0,1,0,0.0
2498,0,0.151315,48,0,2.734563,8925.0,4,0,0,0,1.0
2499,0,0.17822,63,0,0.571785,4239.0,8,96,0,0,0.0
2500,1,0.386615,56,0,4.944475,1946.0,2,2,2,0,0.0
2501,0,0.370198,59,0,7.240422,7395.0,8,0,1,0,
2502,0,0.413533,65,0,0.147808,2176.0,8,0,0,0,2.0
2503,0,0.219815,47,0,3.069195,,7,0,1,0,1.0
2504,0,0.694836,43,0,0.706057,2245.0,5,0,1,0,0.0
2505,0,0.327747,36,0,2.061614,4399.0,7,0,0,0,2.0
2506,0,0.22067,40,0,0.168211,,4,0,0,0,0.0
2507,0,0.091563,90,0,2.669849,4894.0,3,0,1,0,2.0
2508,0,0.258504,69,0,0.316557,3447.0,5,0,0,0,0.0
2509,1,0.141137,33,1,2.293744,1450.0,13,0,1,3,0.0
2510,0,0.094887,33,0,0.575122,7644.0,4,0,0,0,0.0
2511,0,0.479558,58,98,0.520321,2632.0,7,0,0,0,1.0
2512,0,0.203976,59,0,0.605878,5399.0,5,0,0,0,0.0
2513,0,0.35938,59,0,1.488402,3701.0,5,0,2,0,1.0
2514,0,0.270488,48,0,0.605742,9609.0,9,0,0,0,1.0
2515,0,0.19891,50,0,1.250128,4333.0,9,0,0,0,4.0
2516,0,0.192853,56,2,0.61175,4688.0,10,0,0,0,0.0
2517,0,0.426151,53,0,0.141465,7248.0,7,0,0,0,1.0
2518,0,0.472156,21,0,0.894033,26517.0,12,0,1,0,1.0
2519,0,0.44009,48,0,1.000605,,7,0,0,0,2.0
2520,0,0.21648,40,0,0.110848,4578.0,14,0,0,0,0.0
2521,0,0.605066,54,0,0.410692,4927.0,6,0,0,0,3.0
2522,0,0.428413,90,0,1.422396,3229.0,11,0,1,0,0.0
2523,0,0.107968,57,2,0.712011,2298.0,6,0,2,0,0.0
2524,0,2.536764,47,0,0.997865,3158.0,15,0,0,0,0.0
2525,0,0.419502,64,1,0.371219,2649.0,6,0,0,0,2.0
2526,0,0.183348,58,0,0.273554,8289.0,11,0,0,0,1.0
2527,0,0.446315,57,0,0.899192,,10,0,2,0,1.0
2528,0,0.323836,60,0,0.015914,14279.0,6,0,2,0,0.0
2529,0,0.470594,80,3,1.096664,8969.0,4,0,2,0,2.0
2530,0,0.191075,36,0,2.097207,,5,0,0,0,0.0
2531,0,0.372083,58,0,1.431247,4916.0,7,0,1,0,0.0
2532,0,0.239092,39,0,0.612759,3146.0,12,0,2,0,0.0
2533,0,0.087674,59,98,2.303656,6100.0,8,0,0,0,2.0
2534,0,0.200317,39,0,2.251688,11736.0,6,0,0,0,0.0
2535,0,0.233579,46,0,0.101129,2800.0,6,0,0,0,2.0
2536,0,0.310615,47,5,0.380426,1441.0,13,0,2,0,0.0
2537,0,0.119316,65,4,0.683293,,11,0,0,0,0.0
2538,0,0.09334,64,0,0.748453,6370.0,5,0,0,0,0.0
2539,0,0.047178,34,0,1.158543,2005.0,5,0,0,0,2.0
2540,0,0.669383,52,0,1.128167,2733.0,10,0,0,0,0.0
2541,0,0.167401,42,0,0.738844,2471.0,11,0,3,0,1.0
2542,0,0.393686,34,0,1.311182,2752.0,15,2,0,0,0.0
2543,0,0.271424,48,0,0.490408,3793.0,7,0,1,0,0.0
2544,0,0.288698,47,98,3.195286,3970.0,4,0,0,0,1.0
2545,0,0.188008,85,5,5.55456,2920.0,6,0,1,0,3.0
2546,0,0.265603,58,0,2.776199,2679.0,10,0,2,0,1.0
2547,0,0.186925,32,0,1.452783,4092.0,10,0,1,0,0.0
2548,0,0.243049,44,0,0.935574,5620.0,6,0,1,0,4.0
